0.00000000,40.00000000,0.00000000,0.05156809,0.00000000
0.01000000,44.00000000,0.00000000,0.05156970,0.00000000
0.02000000,47.90000000,0.00000000,0.05157071,0.00000000
0.03000000,51.70250000,0.00000000,0.05157115,0.00000000
0.04000000,55.40993750,0.00000000,0.05157104,0.00000000
0.05000000,59.02468906,0.00000000,0.05157039,0.00000000
0.06000000,62.54907184,0.00000000,0.05156921,0.00000000
0.07000000,65.98534504,0.00000000,0.05156754,0.00000000
0.08000000,69.33571141,0.00000000,0.05156537,0.00000000
0.09000000,72.60231863,0.00000000,0.05156272,0.00000000
0.10000000,75.78726066,0.00000000,0.05155961,0.00000000
0.11000000,78.89257915,0.00000000,0.05155605,0.00000000
0.12000000,81.92026467,0.00000000,0.05155205,0.00000000
0.13000000,84.87225805,0.00000000,0.05154761,0.00000000
0.14000000,87.75045160,0.00000000,0.05154274,0.00000000
0.15000000,90.55669031,0.00000000,0.05153746,0.00000000
0.16000000,93.29277305,0.00000000,0.05153177,0.00000000
0.17000000,95.96045373,0.00000000,0.05152567,0.00000000
0.18000000,98.56144238,0.00000000,0.05151918,0.00000000
0.19000000,101.09740632,0.00000000,0.05151228,0.00000000
0.20000000,103.56997116,0.00000000,0.05150500,0.00000000
0.21000000,105.98072189,0.00000000,0.05149732,0.00000000
0.22000000,108.33120384,0.00000000,0.05148925,0.00000000
0.23000000,110.62292374,0.00000000,0.05148079,0.00000000
0.24000000,112.85735065,0.00000000,0.05147195,0.00000000
0.25000000,115.03591688,0.00000000,0.05146271,0.00000000
0.26000000,117.16001896,0.00000000,0.05145308,0.00000000
0.27000000,119.23101849,0.00000000,0.05144305,0.00000000
0.28000000,121.25024302,0.00000000,0.05143263,0.00000000
0.29000000,123.21898695,0.00000000,0.05142180,0.00000000
0.30000000,125.13851228,0.00000000,0.05141055,0.00000000
0.31000000,127.01004947,0.00000000,0.05139889,0.00000000
0.32000000,128.83479823,0.00000000,0.05138681,0.00000000
0.33000000,130.61392828,0.00000000,0.05137429,0.00000000
0.34000000,132.34858007,0.00000000,0.05136133,0.00000000
0.35000000,134.03986557,0.00000000,0.05134791,0.00000000
0.36000000,135.68886893,0.00000000,0.05133403,0.00000000
0.37000000,137.29664720,0.00000000,0.05131967,0.00000000
0.38000000,138.86423102,0.00000000,0.05130481,0.00000000
0.39000000,140.39262525,0.00000000,0.05128945,0.00000000
0.40000000,141.88280962,0.00000000,0.05127356,0.00000000
